,0,1,2,3,4,5,6
37,13989.086140963818,71294.55619524563,73036.44395048273,77893.55314844454,29866.771937444577,54275.94712528519,69411.12199950025
38,13989.076593166086,71284.86163662185,73028.05176462058,77893.07268339796,29866.802292861234,54274.9881706718,69410.99388719324
39,13989.068939002465,71275.48042654262,73020.07364360326,77892.60162174598,29866.828472030604,54274.19086158621,69410.77869166929
40,13989.062682840811,71266.36954402235,73012.46798792738,77892.13676039953,29866.85077409165,54273.52826477061,69410.4969956312
41,13989.057510302324,71257.49406023386,73005.19930721601,77891.67539470026,29866.869656121376,54272.97819068079,69410.1650081909
42,13989.053204688791,71248.82554213774,72998.23699116123,77891.21535887675,29866.88559333624,54272.52233982621,69409.79548178945
43,13989.049606238039,71240.34078377584,72991.55439963505,77890.75499909835,29866.899022801335,54272.14561720351,69409.39843121033
44,13989.04659151663,71232.02079137255,72985.12817393281,77890.29311440057,29866.910325450815,54271.83556866102,69408.98169992046
45,13989.044062330726,71223.84996801312,72978.93770406044,77889.82888619906,29866.919824702534,54271.58191393307,69408.55140807579
46,13989.04193922544,71215.81545698017,72972.96470841131,77889.3618078426,29866.92779157606,54271.37615949424,69408.1123081282
47,13989.040157292417,71207.90661218292,72967.1928961474,77888.89162002094,29866.93445179158,54271.211278253046,69407.66806779928
48,13989.038663218991,71200.11457089255,72961.60769177556,77888.41825448189,29866.939992922024,54271.081445331074,69407.22149561348
49,13989.037413071555,71192.43190906194,72956.19600746197,77887.94178665169,29866.94457085654,54270.98182078417,69406.77472077828
50,13989.036370558217,71184.85236343111,72950.94605270872,77887.46239671888,29866.948315361184,54270.90837141011,69406.32933669371
51,13989.035505634823,71177.37060762745,72945.8471737731,77886.98033832219,29866.951334741443,54270.8577249636,69405.88651538806
52,13989.034793372986,71169.98207194795,72940.8897171231,77886.4959137629,29866.953719697958,54270.82705110989,69405.44709869893
53,13989.034213035939,71162.68279843169,72936.06491256427,77886.00945470083,29866.955546490084,54270.81396434739,69405.01167085413
54,13989.033747322197,71155.46932441446,72931.36477265465,77885.52130735334,29866.956879519938,54270.816444934346,69404.58061614622
55,13989.033381748108,71148.33858906418,72926.78200571261,77885.03182133527,29866.95777343783,54270.832774504735,69404.1541646925
56,13989.033104142307,71141.2878584093,72922.30994027275,77884.54134142559,29866.95827485496,54270.861483653505,69403.7324286644
